Date,Close,High,Low,Open,Volume
1999-01-22,0.03760487958788872,0.04476718699887432,0.03557500863726347,0.04011150291690186,2714688000
1999-01-25,0.04154452681541443,0.04202127931401817,0.037604889070175215,0.0405891842926367,510480000
1999-01-26,0.03832092136144638,0.04285741498328799,0.03772406050471649,0.04202126262498242,343200000
1999-01-27,0.03820175305008888,0.03939547201907968,0.036291071104829854,0.038440129338712374,244368000
1999-01-28,0.038081634789705276,0.038440116154890895,0.03784325858283777,0.03820173994802339,227520000
1999-01-29,0.03629104793071747,0.0382017286558869,0.03629104793071747,0.03808162353307094,244032000
1999-02-01,0.03700801730155945,0.037246393482102506,0.0362910546503641,0.0362910546503641,154704000
1999-02-02,0.034142907708883286,0.037246391721876146,0.03306837912991744,0.03629105293528607,264096000
1999-02-03,0.03485897183418274,0.035336643166178086,0.03342596125367223,0.03366525630113037,75120000
1999-02-04,0.03676873818039894,0.03772407733448584,0.03485896838862965,0.0353366396734107,181920000
1999-02-05,0.037843257188797,0.03820173854077716,0.036411162475103204,0.03736558603003649,136848000
1999-02-08,0.036530349403619766,0.03820173910256691,0.036530349403619766,0.03808163394690689,154080000
1999-02-09,0.03509734570980072,0.03748478321066195,0.034619674457074784,0.03724640355020823,86976000
1999-02-10,0.03473977744579315,0.03605268252825522,0.03414291640044597,0.03509734349847007,148224000
1999-02-11,0.03772405907511711,0.03915615347346137,0.03485895151604317,0.03485895151604317,132240000
1999-02-12,0.03987312689423561,0.04011150308442512,0.03820173727523719,0.03820173727523719,109728000
1999-02-16,0.04011150449514389,0.04226056533266094,0.03605267778127257,0.04058917565487986,211008000
1999-02-17,0.03796244040131569,0.03963382993572969,0.03724639310442706,0.039156158816967004,67728000
1999-02-18,0.03855930641293526,0.039633835173797954,0.03748477765207256,0.03915616399190552,70704000
1999-02-19,0.03987312689423561,0.04058917422736143,0.03772406613230088,0.03820173727523719,75360000
1999-02-22,0.04011150449514389,0.04106684681461582,0.03796244365762684,0.04058917565487986,205248000
1999-02-23,0.04202127456665039,0.04285742716257505,0.038679413640046456,0.04106685091448412,138096000
1999-02-24,0.04536405950784683,0.0501398499568341,0.044289530565150025,0.048229168321409145,612768000
1999-02-25,0.04393193870782852,0.04870681100811137,0.043214972852987164,0.047274713407452935,149136000
1999-02-26,0.0419020913541317,0.04584172895430048,0.04154452528560813,0.04440963398565346,172608000
1999-03-01,0.042141374200582504,0.043931953629086,0.040111503233914596,0.04297661133965297,92160000
1999-03-02,0.04178289324045181,0.04226056438952754,0.04106684589812276,0.04202126943370513,55248000
1999-03-03,0.03891778737306595,0.042021271878786216,0.0386794111659423,0.042021271878786216,61392000
1999-03-04,0.038081634789705276,0.04106684824354135,0.0377240687716668,0.04082755327405227,57360000
1999-03-05,0.04023069888353348,0.040349885288655546,0.03844011919482216,0.03844011919482216,78768000
1999-03-08,0.04082755744457245,0.042021276126091064,0.03844012008153522,0.0391561675379033,75888000
1999-03-09,0.042141374200582504,0.04273823514857507,0.04070836418190717,0.04070836418190717,143184000
1999-03-10,0.04142442345619202,0.04273824746570869,0.04082756233618448,0.04273824746570869,235344000
1999-03-11,0.03963383659720421,0.04142441622937065,0.03963383659720421,0.04070836881213204,54288000
1999-03-12,0.03891778737306595,0.03987312972680567,0.038201739989072434,0.03987312972680567,90768000
1999-03-15,0.04058917984366417,0.04106685105269558,0.039633837425601344,0.03987313241145926,108816000
1999-03-16,0.03927627205848694,0.04130522798614158,0.03891779066261527,0.04082755676889627,79152000
1999-03-17,0.039514657109975815,0.040349891074718876,0.03855931454471851,0.03963384353218889,51360000
1999-03-18,0.0399923212826252,0.04058917888135542,0.038679412853191895,0.03963383648594234,46320000
1999-03-19,0.04011150449514389,0.04130522301318901,0.039873128296570706,0.039873128296570706,105312000
1999-03-22,0.03891778737306595,0.04106684828766905,0.03891778737306595,0.040946743129221884,36672000
1999-03-23,0.036530349403619766,0.03915616267153582,0.03581430203624277,0.03915616267153582,163968000
1999-03-24,0.03629104793071747,0.0365303394139994,0.0348589501721119,0.03629104793071747,60864000
1999-03-25,0.03676873818039894,0.03820174861926689,0.03605268721916722,0.036171877057392554,40320000
1999-03-26,0.0399923212826252,0.040111507683648885,0.03724639926007227,0.03724639926007227,88272000
1999-03-29,0.04118603095412254,0.04214136972665815,0.040469980278873205,0.04118603095412254,65952000
1999-03-30,0.03772405907511711,0.04166369510640518,0.03748476758260968,0.04130521383336318,69504000
1999-03-31,0.04034988954663277,0.04082756081117159,0.03712721805361785,0.0389177945158075,153600000
1999-04-01,0.039156168699264526,0.040589182417218914,0.03844012122165867,0.040349887416188515,30432000
1999-04-05,0.03796244040131569,0.03963382993572969,0.037724064223189746,0.03867940646071511,98640000
1999-04-06,0.03700801730155945,0.038440111909858035,0.0362910546503641,0.03832092552732353,69696000
1999-04-07,0.04011150449514389,0.040349880693717075,0.037008020100744506,0.03724639629931769,89280000
1999-04-08,0.04082755744457245,0.042021276126091064,0.039873133756986805,0.04034988621942191,130128000
1999-04-09,0.04011150449514389,0.04106684681461582,0.039873128296570706,0.04106684681461582,48624000
1999-04-12,0.038440119475126266,0.039633838137813474,0.03772407203005413,0.039633838137813474,33312000
1999-04-13,0.03688792884349823,0.03915617692708817,0.03629107106735693,0.03915617692708817,36144000
1999-04-14,0.0358143225312233,0.037604903063375016,0.0358143225312233,0.03676875006184397,48288000
1999-04-15,0.03676873818039894,0.03676873818039894,0.03581431095819175,0.03676873818039894,35856000
1999-04-16,0.03796244040131569,0.038559301316878354,0.03653034580753843,0.03653034580753843,38928000
1999-04-19,0.03629104793071747,0.03844010479229226,0.03581429224243333,0.03844010479229226,31296000
1999-04-20,0.035575009882450104,0.03772406729515595,0.03521652511582106,0.03629105723764828,67680000
1999-04-21,0.03617187961935997,0.03629106946602724,0.035336642176220255,0.03557502186955479,37488000
1999-04-22,0.03461968153715134,0.036291071882124194,0.03426211538881983,0.036291071882124194,227184000
1999-04-23,0.03294919803738594,0.0346196726038257,0.0327099064579234,0.03450048277997928,126048000
1999-04-26,0.03127780556678772,0.03342594753472781,0.030560839481597178,0.032949191745851765,123504000
1999-04-27,0.03461968153715134,0.03485897317836113,0.0315161959038911,0.031993867254305676,226944000
1999-04-28,0.034381285309791565,0.03485895296778763,0.033306753377353664,0.03485895296778763,120096000
1999-04-29,0.034381285309791565,0.03461966146531461,0.03366523808079876,0.034500471679816236,48144000
1999-04-30,0.03485897183418274,0.0362910704827234,0.03450049035219376,0.034739785399651904,99312000
1999-05-03,0.03509734570980072,0.0352165321245526,0.03414291855164233,0.0352165321245526,33840000
1999-05-04,0.03318757563829422,0.035097341666415115,0.03247152822308171,0.035097341666415115,96048000
