Date,Close,High,Low,Open,Volume
1962-01-02,0.04435773566365242,0.044965379771554674,0.04435773566365242,0.04435773566365242,77440
1962-01-03,0.04496535658836365,0.04496535658836365,0.04456024078051118,0.04456024078051118,85184
1962-01-04,0.044155191630125046,0.04506662941554498,0.04415519163012504,0.044965363536693226,100672
1962-01-05,0.0429399274289608,0.04415521971871617,0.042534811300799565,0.04415521971871617,147136
1962-01-08,0.04375011473894119,0.044155230970333983,0.04354758654044087,0.04354758654044087,92928
1962-01-09,0.04385131597518921,0.04435769747132648,0.043547525969807654,0.04375005388661013,85184
1962-01-10,0.04375011473894119,0.044155230970333983,0.04375011473894119,0.04385137696836659,30976
1962-01-11,0.044155191630125046,0.04415519163012504,0.04354754774161419,0.043750075759671526,54208
1962-01-12,0.04435773566365242,0.04435773566365242,0.043851353731516704,0.044155207572471815,77440
1962-01-15,0.04405391216278076,0.04415517426215596,0.04395258274980083,0.04415517426215596,54208
1962-01-16,0.04445897415280342,0.044458974152803414,0.04395259249045502,0.04405392192589131,61952
1962-01-17,0.044155191630125046,0.04435771964818237,0.043952600038082684,0.04435771964818237,54208
1962-01-18,0.04385131597518921,0.04435769747132648,0.04385131597518921,0.044155169554524004,69696
1962-01-19,0.04445897415280342,0.044458974152803414,0.044155184047707956,0.044155184047707956,77440
1962-01-22,0.04405391216278076,0.04445896429992629,0.04395258274980083,0.04445896429992629,116160
1962-01-23,0.04425646737217903,0.04425646737217903,0.04405393930898535,0.04405393930898535,85184
1962-01-24,0.044155191630125046,0.04435771964818237,0.043952600038082684,0.0442564575089768,139392
1962-01-25,0.044155191630125046,0.04435771964818237,0.04415519163012504,0.04415519163012504,61952
1962-01-26,0.045167867094278336,0.045370395002657514,0.04435769562645517,0.04435769562645517,108416
1962-01-29,0.04496535658836365,0.04537041256188652,0.04496535658836365,0.045167884575125085,69696
1962-01-30,0.045370426028966904,0.045370426028966904,0.044965369935213224,0.044965369935213224,209088
1962-01-31,0.045167867094278336,0.04577551065372232,0.04476281127751997,0.045370395002657514,100672
1962-02-01,0.04526913911104202,0.04526913911104202,0.04496534533709263,0.04516787327317734,77440
1962-02-02,0.0473959818482399,0.0473959818482399,0.04618068942699445,0.04618068942699445,379456
1962-02-05,0.04780099540948868,0.04780099540948868,0.04719335156492315,0.047395943142313914,216832
1962-02-06,0.04780099540948868,0.04780099540948868,0.047395943142313914,0.04780099540948868,201344
1962-02-07,0.04780099540948868,0.04780099540948868,0.04749720527419613,0.04780099540948868,139392
1962-02-08,0.04780099540948868,0.04840864299370012,0.04769973327760647,0.04780099540948868,240064
1962-02-09,0.04840868338942528,0.04840868338942527,0.04800356347056266,0.04800356347056266,116160
1962-02-12,0.048307400196790695,0.048408666116689716,0.04800354634237822,0.048408666116689716,61952
1962-02-13,0.0483073852956295,0.04851205882198782,0.04810271176927119,0.04851205882198782,61952
1962-02-14,0.048000335693359375,0.048307343829736935,0.048000335693359375,0.048307343829736935,38720
1962-02-15,0.04789803922176361,0.048102708956893045,0.04789803922176361,0.04800037408932833,38720
1962-02-16,0.04707924649119377,0.04810273556570994,0.04707924649119377,0.04789806571736402,162624
1962-02-19,0.04748864471912384,0.04789805613997795,0.04748864471912384,0.04748864471912384,30976
1962-02-20,0.047590963542461395,0.047590963542461395,0.047590963542461395,0.047590963542461395,23232
1962-02-21,0.048000335693359375,0.048205009044030876,0.04789800090765332,0.04789800090765332,61952
1962-02-23,0.047693293541669846,0.048102700970680576,0.04769329354166984,0.04800036612010592,77440
1962-02-26,0.047590963542461395,0.0481027058742132,0.047590963542461395,0.04769329840346795,92928
1962-02-27,0.047795623540878296,0.047795623540878296,0.047795623540878296,0.047795623540878296,7744
